Name,Sb,Sn,Cd,Pd,Ag,Bal,Mo,Nb,Zr,Sr,Rb,Bi,As,Se,Au,Pb,W,Zn,Cu,Ni,Co,Fe,Mn,Cr,V,Ti,Ca,K,Al,P,Si,Cl,S,Mg
CH-081_20-25cm,0,0,0,0,0,62.74553092,0.000501798,0.001717287,0.0151735,0.001140777,0.005328485,0,0.002816537,0,0,0,0,0.002341788,0.001590264,0,0,4.122451889,0.050027612,0.015860355,0.023609901,0.375482654,0,0.900943758,8.881129487,0.128668555,22.65689375,0.045529239,0.02326145,0
CH-028_25-30cm,0,0,0,0,0,55.71774998,0.0003868,0.001763591,0.017272267,0.016697807,0.009132017,0,0.004641606,0,0,0.002051418,0,0.012443064,0.003844911,0,0,6.167044097,0.02879065,0.02291582,0.032262726,0.430376929,0,2.463149055,9.784201068,0.13410556,25.10714034,0.044030291,0,0
TRR-011b,0,0,0,0,0,48.44595191,0.000509357,0.001470189,0.017106431,0.011895179,0.00544852,0,0.002208815,0,0,0,0,0.00836423,0,0,0,3.690198284,0.066295649,0.017782096,0.018777671,0.229147819,5.638043025,1.859796473,5.411265655,0.093398235,33.73178571,0.015059805,0.147061863,0.588433082
CH-169,0,0,0,0,0,50.89946957,0,0.001245305,0.011066332,0.012820167,0.006980404,0,0.001662045,0,0,0,0,0.005652112,0,0,0,3.608375209,0.110438122,0.011635802,0.018356343,0.227026125,6.358736086,2.291172084,5.370417603,0.081881254,29.83743014,0.018608623,0.465379343,0.661647329
CH-111,0,0,0,0,0,56.36921049,0,0.000664886,0.008381667,0.007920712,0.004559728,0,0.000547704,0,0,0,0,0.001950927,0,0,0,2.572624065,0.058354078,0.008428847,0.024761669,0.24786726,1.340409991,2.37988123,5.383501459,0.137889644,30.94553537,0.029167178,0,0.478343098
CH-166,0,0,0,0,0,53.88229622,0,0.001045921,0.00782288,0.011646,0.005878977,0,0.001874616,0,0,0,0,0.00661465,0,0,0,4.034028235,0.170442815,0.009759826,0.019844585,0.253277021,8.170908617,2.086010859,5.571704754,0,23.29642175,0.019864338,1.703645326,0.746912603
CH-167,0,0,0,0,0,50.17595697,0,0.000823985,0.008414847,0.012058707,0.0042955,0,0.007493213,0,0,0,0,0.005401978,0,0,0,6.067615105,0.328816555,0.012535177,0.016137055,0.183758821,13.82578377,1.436624462,4.588754371,0,21.58397041,0.021794223,0.581096049,1.138668806
CH-030_15-20cm,0,0,0,0,0,52.69017283,0,0.001804059,0.015896326,0.005119614,0.008735609,0,0.001537347,0,0,0,0,0,0,0,0,2.225848215,0,0,0.016378296,0.180544744,0,2.754881409,5.303329758,0.198607449,36.57986192,0.017282424,0,0
CH-129,0,0,0,0,0,50.63799171,0,0.001144439,0.010907785,0.00229246,0.005155083,0,0.001328527,0,0,0,0,0.002155254,0,0,0,2.850902237,0.03614136,0.009921341,0.022258013,0.236532439,0,2.084071836,5.452568849,0.1293113,38.50247328,0.014844091,0,0
CH-128,0,0,0,0,0,50.40145438,0.000327166,0.001103,0.012487606,0.002286687,0.005129157,0,0.001447246,0,0,0,0,0.002303916,0,0,0,2.985696527,0.048307579,0.00766586,0.021823819,0.242803255,0.022506476,2.084957023,5.551007576,0.243647254,38.35392266,0.011122818,0,0
CH-120,0,0,0,0,0,53.46439913,0,0.0004305,0.004526024,0.004329195,0.003772,0,0.000846302,0,0,0,0,0,0,0,0,1.644405405,0.045118763,0,0.014431352,0.119350576,0.39061439,1.97920183,4.03553073,0.289842698,37.98945743,0.013743676,0,0
TRR-021a,0,0,0,0,0,52.77511037,0.000628609,0.001169115,0.012681584,0.011811051,0.003898459,0,0.006097561,0,0,0,0,0.006602831,0,0,0,4.547638593,0.090233947,0.009984945,0.022365353,0.245099864,3.728140514,1.647828739,5.475762221,0.141014612,31.24916741,0.024764226,0,0
CH-030_20-25cm,0,0,0,0,0,50.43706,0.000512,0.001766,0.016773,0.005085,0.008999,0,0.001381,0,0,0,0,0,0,0,0,2.396011,0,0.007733,0.018185,0.181529,0,2.742579,4.944498,0,39.222281,0.015608,0,0
V-007_500-850,0,0,0,0,0,46.9413655,0.001422,0.0013915,0.013851249,0.013620041,0.0038425,0,0.001662305,0,0,0,0,0.00446057,0.002560824,0,0,3.75135078,0.061687365,0.023176524,0.019396526,0.218848916,4.706361719,1.92296232,4.549872126,0.128613906,36.56276964,0.020570137,0.369479674,0.680733885
CH-061_10-15cm,0,0,0,0,0,55.82098825,0,0.001102461,0.023067911,0.002435729,0.003306267,0,0.000782245,0,0,0,0,0.001041415,0,0,0,2.163741009,0,0.009071554,0.014696464,0.288246555,0,1.309525368,6.132002671,0.167060915,34.03346603,0.02946516,0,0
CH-081_10-15cm,0,0,0,0,0,65.16039413,0.000293951,0.001750562,0.015844393,0.001313113,0.005369487,0,0.002761094,0,0,0,0,0.002767981,0.002059885,0,0,4.072548882,0.074402419,0.015795199,0.023944102,0.369511517,0,0.88938152,8.307556313,0.137479127,20.79994145,0.063089352,0.053795525,0
V-007_0-63,0,0,0,0,0,49.23177671,0.000927087,0.002364486,0.026849606,0.013721442,0.006182493,0,0.002018846,0,0,0,0,0.015053714,0.011432831,0,0,4.934755461,0.081401484,0.016533393,0.02946534,0.447311535,3.19710418,2.285719588,6.581254348,0.199403846,31.85722242,0.144803539,0.479647044,0.435050605
CH-116,0,0,0,0,0,53.0816027,0,0.000440767,0.00535255,0.007691555,0.0013525,0,0.005071141,0,0,0,0,0,0,0,0,1.219895726,0.007786541,0,0.007267613,0.129022483,0,1.003441835,3.687283037,0.147648734,40.68165286,0.014489959,0,0
CH-117,0,0,0,0,0,49.56500897,0.000373543,0.000504022,0.006457655,0.002980008,0.002169,0,0.00111966,0,0,0,0,0,0,0,0,1.953125531,0.026741031,0.006542165,0.009809984,0.107152594,1.464066946,1.015820525,2.762070441,0.125104145,42.92706883,0.023884947,0,0
CH-114,0,0,0,0,0,53.10902678,0,0.000581815,0.008963004,0.003333009,0.002671127,0,0.000962154,0,0,0,0,0,0,0,0,1.809134071,0.028260433,0,0.01023808,0.153251472,1.586717215,1.394293054,4.121955777,0.198585066,37.17209531,0.025386559,0,0.37454508
rs-63-125,0,0,0,0,0,49.52148491,0.000805952,0.00216332,0.047026182,0.01108194,0.004612297,0,0.002296569,0,0,0.002041901,0,0.009332091,0.002746675,0,0,3.766842438,0.068760458,0.036367304,0.020913915,0.318507118,5.330669406,1.89115848,6.162995569,0.16420337,31.74655532,0.033634565,0.046062686,0.809737535
V-007_250-500,0,0,0,0,0,32.92735983,0.0021015,0.002506054,0.011518965,0.012712916,0.0028115,0,0.00217821,0,0,0,0,0.005311519,0.004571959,0,0,5.778584711,0.084866368,0.040864269,0.025833788,0.385005805,3.57749617,1.787823559,4.790954056,0.170606925,49.91608689,0.0202945,0.450510509,0
V-006_250-500,0,0,0,0,0,47.18661409,0.000968339,0.001255207,0.009865984,0.013699719,0.002624,0,0.000352315,0,0,0,0,0.003090201,0,0,0,1.753362062,0.031813507,0.007008332,0.014470011,0.148515178,1.838818931,1.600063428,3.725217831,0.228258865,43.30345291,0.015779834,0.114769255,0
CH-126,0,0,0,0,0,55.96925101,0.000414427,0.002255084,0.008688309,0.005721549,0.014561537,0,0.001757521,0,0,0.001067287,0,0.009124287,0,0,0,5.863021101,0.087648255,0.016773426,0.041896168,0.652134764,0.178470273,3.768629511,9.254174912,0.162753427,22.78753066,0.046523231,0,1.12760326
TRR-084,0,0,0,0,0,55.03060277,0,0.0007795,0.008588535,0.026329024,0.005820732,0,0,0,0,0,0,0.001608,0,0,0,2.421271438,0.046511019,0.00574733,0.021268661,0.263134453,4.379573424,2.996513215,4.993315123,0.110686453,28.22337788,0.064272544,0.372039304,1.028560596
CH-029_0-5cm,0,0,0,0,0,53.44918155,0.000380579,0.001957167,0.021933675,0.011884565,0.006984,0,0.004060231,0,0,0,0,0.002130331,0,0,0,3.336888406,0.046062192,0.012307783,0.023393691,0.379641019,0.11727386,1.814415003,4.850061271,0.222945076,35.676306,0.022193602,0,0
CH-028_15-20cm,0,0,0,0,0,55.41965957,0,0.001687296,0.018868968,0.015384343,0.009104299,0,0.004775362,0,0,0,0,0.007639392,0.0026144,0,0,6.482512258,0.022051494,0.022720146,0.030338395,0.449728406,0,2.106629436,9.211229354,0.115175933,26.03499628,0.04488467,0,0
CH-172,0,0,0,0,0,52.99775275,0,0.001037458,0.009443604,0.013457587,0.00661638,0,0.001154847,0,0,0,0,0.00302577,0,0,0,2.588254727,0.067266127,0.007365846,0.018124957,0.2080385,6.106405561,2.398255638,5.606324358,0.128225881,29.16821057,0.012185828,0.033120021,0.625733589
CH-171,0,0,0,0,0,55.43405906,0,0.001036816,0.009313302,0.014190748,0.007341158,0,0.001155695,0,0,0,0,0.003851746,0,0,0,3.040474177,0.079177605,0.007827899,0.019974129,0.267837428,5.500162408,2.54630234,6.244272117,0.090287138,25.96823997,0.021589909,0.050436489,0.69246987
CH-170,0,0,0,0,0,52.36340976,0,0.001172724,0.009833142,0.012492542,0.0071145,0,0.001278378,0,0,0,0,0.004117292,0,0,0,3.181666173,0.083277074,0.009399878,0.020387448,0.234222477,6.195597421,2.305405178,5.839639997,0.106121792,28.60755847,0.018039625,0.377411373,0.621854757
TRR-089,0,0,0,0,0,50.16854695,0.000385717,0.001427,0.0096939,0.025983014,0.006895,0,0,0,0,0,0,0.005801776,0,0,0,3.525727933,0.065186285,0.006264973,0.021554855,0.278790624,1.898204936,2.662171858,6.776056401,0.160075078,34.00949632,0.026642521,0,0.35109486
TRR-088,0,0,0,0,0,53.44051253,0,0.000428242,0.008566891,0.038644977,0.002918208,0,0,0,0,0,0,0,0,0,0,1.514033719,0.024351837,0,0.017104297,0.142129888,1.672867032,1.949750612,5.860443678,0.171592222,35.1425043,0.014151569,0,0
CH-028_20-25cm,0,0,0,0,0,54.82907263,0,0.001659617,0.018105437,0.015197428,0.008872,0,0.005222035,0,0,0,0,0.011589676,0.002838641,0,0,7.009496731,0.024198875,0.025932316,0.032635779,0.43684473,0,2.23894644,9.771335778,0.121813332,25.39843389,0.047804667,0,0
CH-061_25-30cm,0,0,0,0,0,54.04887021,0.00033451,0.001147271,0.021095882,0.00291416,0.004317997,0,0.001053439,0,0,0,0,0.001616682,0,0,0,2.877623944,0.016255629,0.010177896,0.014265849,0.262392384,0,1.405149489,6.469156711,0.152919877,34.68145225,0.029255819,0,0
127-e,0,0,0,0,0,40.71040094,0.001242884,0.003212583,0.016352672,0.006591951,0.018469631,0,0.002237897,0,0,0,0,0.012487535,0,0,0,6.508289595,0.094876447,0.018568613,0.048984335,0.661836627,0.213649308,4.957947179,8.675535499,0.131267253,36.91509652,0.058308576,0,0.944643953
127-b,0,0,0,0,0,51.63539374,0.000908344,0.004293,0.301719417,0.005474941,0.0087846,0.008234361,0,0,0,0.001137176,0,0.003532153,0.005453819,0,0,2.499159982,0.05268835,0.006225791,0.034260986,0.433500979,0.197605218,2.983564016,5.951252763,1.028472687,34.7570002,0.025010013,0.056327462,0
127-c,0,0,0,0,0,51.99460027,0,0.000899217,0.010736493,0.005491241,0.008545614,0,0,0,0,0.001226422,0,0,0,0,0,1.604055795,0.024084021,0,0.022593709,0.191158129,0.088624527,3.343418349,5.069113853,0.116045264,37.5085832,0.010823902,0,0
127-a,0,0,0,0,0,55.05714573,0.000716384,0.003110732,0.03147691,0.005173743,0.012328496,0,0.003293569,0,0,0.004418994,0,0.011214847,0.012133881,0,0,6.744778422,0.12551774,0.020329121,0.04687827,0.640173507,0.481231767,2.510332913,10.87862912,0.168376737,23.10793485,0.086970418,0.04783385,0
CH-132,0,0,0,0,0,55.60388821,0,0.001017243,0.009895668,0.00276169,0.0030425,0,0,0,0,0,0,0.00159163,0,0,0,2.460703173,0.071391584,0.006960107,0.01674298,0.272263887,0.502728537,1.814038749,4.964487783,0.18382564,33.80782048,0.017417063,0,0.25942308
CH-133,0,0,0,0,0,52.26595645,0,0.000929891,0.010399512,0.002522727,0.002997996,0,0.000753699,0,0,0,0,0.001807883,0,0,0,2.556364107,0.065698539,0.008859614,0.016103367,0.219085144,0.385093903,1.471198216,4.019309349,0.153792021,38.8065196,0.012607986,0,0
CH-130,0,0,0,0,0,51.15173093,0,0.001054625,0.009823493,0.002950188,0.002725559,0,0.001007173,0,0,0,0,0.001629433,0,0,0,2.994202129,0.082424983,0.014502194,0.016647186,0.322497951,0.295573785,1.428513767,4.411236686,0.209955059,38.69283574,0.015833735,0,0.34485538
CH-030_0-5cm,0,0,0,0,0,48.30958182,0.000579113,0.002427728,0.020971977,0.00664964,0.00794711,0,0.002446184,0,0,0,0,0,0,0,0,2.06584296,0,0.012547588,0.016452849,0.237172427,0,2.360279414,4.067144101,0.186786814,42.70317027,0,0,0
CH-136,0,0,0,0,0,55.26870686,0,0.000607362,0.007909842,0.0040765,0.005051701,0,0.001199878,0,0,0,0,0.003959091,0,0,0,2.286145729,0.086117807,0.006035136,0.016882964,0.215231421,0.901844252,2.303456728,5.185806182,0.244462879,33.04659815,0.013331338,0.026137772,0.376438413
CH-137,0,0,0,0,0,49.19573937,0.000582567,0.001818693,0.013732598,0.004637393,0.007906422,0,0.002349913,0,0,0,0,0.009529448,0.001904535,0,0,3.982926347,0.096763634,0.011150135,0.024988253,0.352864597,1.106978005,2.608485251,6.239901409,0.243448044,35.1337704,0.023155525,0.331342351,0.606025112
CH-134,0,0,0,0,0,47.97767185,0.000553228,0.00134,0.014673092,0.004063249,0.005289534,0,0.001155444,0,0,0,0,0.002730617,0,0,0,3.053431207,0.051632645,0.013463432,0.018677021,0.252395323,0.579779523,1.966881396,4.242823137,0.175585262,41.6311507,0.006703343,0,0
CH-030_10-15cm,0,0,0,0,0,50.03155068,0.000471906,0.001823383,0.016506899,0.004810866,0.00847848,0,0.001459966,0,0,0,0,0,0,0,0,2.378357337,0,0.008482137,0.017278061,0.172683997,0,2.556901319,4.608661524,0.181029485,39.9983165,0.013187462,0,0
CH-081_15-20cm,0,0,0,0,0,65.46745925,0,0.001653709,0.020598905,0.001184435,0.005363072,0,0.00275105,0,0,0,0,0.002711208,0,0,0,4.158307549,0.070963627,0.014015522,0.023629492,0.389279705,0,0.894948238,8.547706773,0.155201964,20.15307325,0.048922453,0.042229803,0
CH-028_0-4cm,0,0,0,0,0,55.95959896,0,0.0018445,0.021296399,0.014300314,0.006765,0,0.004594993,0,0,0,0,0.002618239,0,0,0,3.816037117,0.014373346,0.012084573,0.027424634,0.475772989,0,1.525200008,6.482653111,0.150300999,31.44803063,0.037104185,0,0
CH-015_25-30cm,0,0,0,0,0,63.466442,0.000493127,0.001502881,0.0157389,0.003682297,0.003045844,0,0.001665919,0,0,0,0,0.007213466,0,0,0,4.859163013,0.03046378,0.027077111,0.038171732,0.530558182,0.311277383,0.968309669,8.021718924,0.255461452,21.32140542,0.052910351,0.083698552,0
CH-137a,0,0,0,0,0,56.39985501,0,0.000956753,0.00858091,0.0026015,0.0032325,0,0.000799678,0,0,0,0,0.002489069,0,0,0,3.11010609,0.102798076,0.010434465,0.020402054,0.328401425,0.384049869,1.973137399,5.529719078,0.185244191,31.4867027,0.023438628,0,0.42705061
CH-138,0,0,0,0,0,50.48353084,0,0.000265351,0.004687,0.003147429,0.003553096,0,0,0,0,0,0,0,0,0,0,1.230197458,0.032697222,0,0.008188349,0.070835401,0.369380478,1.412417029,2.520403924,0.127124741,43.73357168,0,0,0
CH-015_0-5cm,0,0,0,0,0,67.50885039,0,0.001037874,0.011744836,0.003713497,0.002736863,0,0.001676939,0,0,0.002404434,0,0.00827189,0,0,0,4.151520494,0.040706107,0.020911402,0.029246177,0.433608841,0.588237206,0.831619377,5.341976567,0.23010783,20.59490425,0.04359687,0.153128158,0
V-005_250-500,0,0,0,0,0,51.68611565,0.000666,0.001095578,0.013591702,0.01208,0.002674557,0,0.000732766,0,0,0,0,0.006089328,0,0,0,2.371498735,0.045980175,0.007523355,0.015106025,0.193027949,4.006790447,1.502691908,4.02007099,0.155153156,35.30455117,0.020320636,0.173335275,0.460904606
CH-029_25-30cm,0,0,0,0,0,51.21188261,0.000491118,0.002077729,0.022361679,0.010941642,0.007575841,0,0.003948438,0,0,0,0,0.001890449,0,0,0,3.346685924,0.038442387,0.016133312,0.022460833,0.373010506,0,2.037616497,5.15023337,0.194146837,37.5370252,0.023075628,0,0
